,Year,lon,Lat
3817,2015-01-01,-2.41,57.05
3819,2011-01-01,-4.05108,56.997827
3820,2019-01-01,-5.52,56.34
3821,2015-01-01,-4.51,57.53
3822,2011-01-01,-5.613281,57.313064
3823,1996-01-01,-4.31,56.66
3824,2015-01-01,-5.26,58.16
3825,2014-01-01,-3.39,57.46
3827,2006-01-01,-5.51,57.27
3828,2015-01-01,-4.36,55.96
3829,2013-01-01,-2.93,57.38
3832,1997-01-01,-3.94,56.72
3833,2016-01-01,-5.12,56.22
3834,2013-01-01,-2.71,57.18
3836,2021-01-01,-3.652795,55.23799
3837,1980-01-01,-5.342739,57.626178
3838,2018-01-01,-4.323431,55.946095
3839,2002-01-01,-5.22,58.24
3841,2014-01-01,-3.85,57.2
3842,2021-01-01,-4.33425,56.125639
3843,2004-01-01,-5.74,57.26
3844,2014-01-01,-2.43,57.11
3847,2018-01-01,-5.46,56.3
3850,2007-01-01,-2.45,57.12
3852,1991-01-01,-3.927145,57.781474
3853,2014-01-01,-2.72,57.17
3854,2018-01-01,-3.55,56.75
3856,2014-01-01,-3.69,57.15
3858,1995-01-01,-4.45,57.32
3859,1935-01-01,-5.558428,57.175284
3862,1997-01-01,-3.94,56.72
3863,2016-01-01,-5.12,56.22
3864,2013-01-01,-2.71,57.18
3866,2021-01-01,-3.652795,55.23799
3867,1980-01-01,-5.342739,57.626178
3868,2018-01-01,-4.323431,55.946095
3869,2002-01-01,-5.22,58.24
3870,2007-01-01,-2.45,57.12
3872,1991-01-01,-3.927145,57.781474
3873,2014-01-01,-2.72,57.17
3874,2018-01-01,-3.55,56.75
3876,2014-01-01,-3.69,57.15
3878,1995-01-01,-4.45,57.32
3879,1935-01-01,-5.558428,57.175284
3880,2007-01-01,-2.45,57.12
3882,1991-01-01,-3.927145,57.781474
3883,2014-01-01,-2.72,57.17
3884,2018-01-01,-3.55,56.75
3886,2014-01-01,-3.69,57.15
3888,1995-01-01,-4.45,57.32
3889,1935-01-01,-5.558428,57.175284
3892,1997-01-01,-3.94,56.72
3893,2016-01-01,-5.12,56.22
3894,2013-01-01,-2.71,57.18
3896,2021-01-01,-3.652795,55.23799
3897,1980-01-01,-5.342739,57.626178
3898,2018-01-01,-4.323431,55.946095
3899,2002-01-01,-5.22,58.24
3900,2007-01-01,-2.45,57.12
3902,1991-01-01,-3.927145,57.781474
3903,2014-01-01,-2.72,57.17
3904,2018-01-01,-3.55,56.75
3906,2014-01-01,-3.69,57.15
3908,1995-01-01,-4.45,57.32
3909,1935-01-01,-5.558428,57.175284
3911,2014-01-01,-3.85,57.2
3912,2021-01-01,-4.33425,56.125639
3913,2004-01-01,-5.74,57.26
3914,2014-01-01,-2.43,57.11
3917,2018-01-01,-5.46,56.3
3922,1997-01-01,-3.94,56.72
3923,2016-01-01,-5.12,56.22
3924,2013-01-01,-2.71,57.18
3926,2021-01-01,-3.652795,55.23799
3927,1980-01-01,-5.342739,57.626178
3928,2018-01-01,-4.323431,55.946095
3929,2002-01-01,-5.22,58.24
3930,2007-01-01,-2.45,57.12
3932,1991-01-01,-3.927145,57.781474
3933,2014-01-01,-2.72,57.17
3934,2018-01-01,-3.55,56.75
3936,2014-01-01,-3.69,57.15
3938,1995-01-01,-4.45,57.32
3939,1935-01-01,-5.558428,57.175284
3940,2007-01-01,-2.45,57.12
3942,1991-01-01,-3.927145,57.781474
3943,2014-01-01,-2.72,57.17
3944,2018-01-01,-3.55,56.75
3946,2014-01-01,-3.69,57.15
3948,1995-01-01,-4.45,57.32
3949,1935-01-01,-5.558428,57.175284
3951,2014-01-01,-3.85,57.2
3952,2021-01-01,-4.33425,56.125639
3953,2004-01-01,-5.74,57.26
3954,2014-01-01,-2.43,57.11
3957,2018-01-01,-5.46,56.3
3960,2007-01-01,-2.45,57.12
3962,1991-01-01,-3.927145,57.781474
3963,2014-01-01,-2.72,57.17
3964,2018-01-01,-3.55,56.75
3966,2014-01-01,-3.69,57.15
3968,1995-01-01,-4.45,57.32
3969,1935-01-01,-5.558428,57.175284
3970,2007-01-01,-2.45,57.12
3972,1991-01-01,-3.927145,57.781474
3973,2014-01-01,-2.72,57.17
3974,2018-01-01,-3.55,56.75
3976,2014-01-01,-3.69,57.15
3978,1995-01-01,-4.45,57.32
3979,1935-01-01,-5.558428,57.175284
3980,2007-01-01,-2.45,57.12
3982,1991-01-01,-3.927145,57.781474
3983,2014-01-01,-2.72,57.17
3984,2018-01-01,-3.55,56.75
3986,2014-01-01,-3.69,57.15
3988,1995-01-01,-4.45,57.32
3989,1935-01-01,-5.558428,57.175284
3992,1997-01-01,-3.94,56.72
3993,2016-01-01,-5.12,56.22
3994,2013-01-01,-2.71,57.18
3996,2021-01-01,-3.652795,55.23799
3997,1980-01-01,-5.342739,57.626178
3998,2018-01-01,-4.323431,55.946095
3999,2002-01-01,-5.22,58.24
4002,1997-01-01,-3.94,56.72
4003,2016-01-01,-5.12,56.22
4004,2013-01-01,-2.71,57.18
4006,2021-01-01,-3.652795,55.23799
4007,1980-01-01,-5.342739,57.626178
4008,2018-01-01,-4.323431,55.946095
4009,2002-01-01,-5.22,58.24
4011,2014-01-01,-3.85,57.2
4012,2021-01-01,-4.33425,56.125639
4013,2004-01-01,-5.74,57.26
4014,2014-01-01,-2.43,57.11
4017,2018-01-01,-5.46,56.3
4020,2007-01-01,-2.45,57.12
4022,1991-01-01,-3.927145,57.781474
4023,2014-01-01,-2.72,57.17
4024,2018-01-01,-3.55,56.75
4026,2014-01-01,-3.69,57.15
4028,1995-01-01,-4.45,57.32
4029,1935-01-01,-5.558428,57.175284
4030,2007-01-01,-2.45,57.12
4032,1991-01-01,-3.927145,57.781474
4033,2014-01-01,-2.72,57.17
4034,2018-01-01,-3.55,56.75
4036,2014-01-01,-3.69,57.15
4038,1995-01-01,-4.45,57.32
4039,1935-01-01,-5.558428,57.175284
4041,2014-01-01,-3.85,57.2
4042,2021-01-01,-4.33425,56.125639
4043,2004-01-01,-5.74,57.26
4044,2014-01-01,-2.43,57.11
4047,2018-01-01,-5.46,56.3
4050,2007-01-01,-2.45,57.12
4052,1991-01-01,-3.927145,57.781474
4053,2014-01-01,-2.72,57.17
4054,2018-01-01,-3.55,56.75
4056,2014-01-01,-3.69,57.15
4058,1995-01-01,-4.45,57.32
4059,1935-01-01,-5.558428,57.175284
4062,1997-01-01,-3.94,56.72
4063,2016-01-01,-5.12,56.22
4064,2013-01-01,-2.71,57.18
4066,2021-01-01,-3.652795,55.23799
4067,1980-01-01,-5.342739,57.626178
4068,2018-01-01,-4.323431,55.946095
4069,2002-01-01,-5.22,58.24
4070,2007-01-01,-2.45,57.12
4072,1991-01-01,-3.927145,57.781474
4073,2014-01-01,-2.72,57.17
4074,2018-01-01,-3.55,56.75
4076,2014-01-01,-3.69,57.15
4078,1995-01-01,-4.45,57.32
4079,1935-01-01,-5.558428,57.175284
4080,2007-01-01,-2.45,57.12
4082,1991-01-01,-3.927145,57.781474
4083,2014-01-01,-2.72,57.17
4084,2018-01-01,-3.55,56.75
4086,2014-01-01,-3.69,57.15
4088,1995-01-01,-4.45,57.32
4089,1935-01-01,-5.558428,57.175284
4090,2015-01-01,-3.18,57.5
4091,2021-01-01,-2.250059,57.225489
4092,2010-01-01,-2.8,57.16
4093,2011-01-01,-5.844891,57.144345
4095,1997-01-01,-4.13,57.49
4096,2013-01-01,-3.76,57.15
4099,2015-01-01,-4.71,56.43
4100,2007-01-01,-2.45,57.12
4102,1991-01-01,-3.927145,57.781474
4103,2014-01-01,-2.72,57.17
4104,2018-01-01,-3.55,56.75
4106,2014-01-01,-3.69,57.15
4108,1995-01-01,-4.45,57.32
4109,1935-01-01,-5.558428,57.175284
4110,2007-01-01,-2.45,57.12
4112,1991-01-01,-3.927145,57.781474
4113,2014-01-01,-2.72,57.17
4114,2018-01-01,-3.55,56.75
4116,2014-01-01,-3.69,57.15
4118,1995-01-01,-4.45,57.32
4119,1935-01-01,-5.558428,57.175284
4121,2014-01-01,-3.85,57.2
4122,2021-01-01,-4.33425,56.125639
4123,2004-01-01,-5.74,57.26
4124,2014-01-01,-2.43,57.11
4127,2018-01-01,-5.46,56.3
4130,2007-01-01,-2.45,57.12
4132,1991-01-01,-3.927145,57.781474
4133,2014-01-01,-2.72,57.17
4134,2018-01-01,-3.55,56.75
4136,2014-01-01,-3.69,57.15
4138,1995-01-01,-4.45,57.32
4139,1935-01-01,-5.558428,57.175284
4142,1997-01-01,-3.94,56.72
4143,2016-01-01,-5.12,56.22
4144,2013-01-01,-2.71,57.18
4146,2021-01-01,-3.652795,55.23799
4147,1980-01-01,-5.342739,57.626178
4148,2018-01-01,-4.323431,55.946095
4149,2002-01-01,-5.22,58.24
4152,1997-01-01,-3.94,56.72
4153,2016-01-01,-5.12,56.22
4154,2013-01-01,-2.71,57.18
4156,2021-01-01,-3.652795,55.23799
4157,1980-01-01,-5.342739,57.626178
4158,2018-01-01,-4.323431,55.946095
4159,2002-01-01,-5.22,58.24
4160,2007-01-01,-2.45,57.12
4162,1991-01-01,-3.927145,57.781474
4163,2014-01-01,-2.72,57.17
4164,2018-01-01,-3.55,56.75
4166,2014-01-01,-3.69,57.15
4168,1995-01-01,-4.45,57.32
4169,1935-01-01,-5.558428,57.175284
4170,2007-01-01,-2.45,57.12
4172,1991-01-01,-3.927145,57.781474
4173,2014-01-01,-2.72,57.17
4174,2018-01-01,-3.55,56.75
4176,2014-01-01,-3.69,57.15
4178,1995-01-01,-4.45,57.32
4179,1935-01-01,-5.558428,57.175284
4180,2007-01-01,-2.45,57.12
4182,1991-01-01,-3.927145,57.781474
4183,2014-01-01,-2.72,57.17
4184,2018-01-01,-3.55,56.75
4186,2014-01-01,-3.69,57.15
4188,1995-01-01,-4.45,57.32
4189,1935-01-01,-5.558428,57.175284
4190,2007-01-01,-2.45,57.12
4192,1991-01-01,-3.927145,57.781474
4193,2014-01-01,-2.72,57.17
4194,2018-01-01,-3.55,56.75
4196,2014-01-01,-3.69,57.15
4198,1995-01-01,-4.45,57.32
4199,1935-01-01,-5.558428,57.175284
4200,2007-01-01,-2.45,57.12
4202,1991-01-01,-3.927145,57.781474
4203,2014-01-01,-2.72,57.17
4204,2018-01-01,-3.55,56.75
4206,2014-01-01,-3.69,57.15
4208,1995-01-01,-4.45,57.32
4209,1935-01-01,-5.558428,57.175284
4211,2014-01-01,-3.85,57.2
4212,2021-01-01,-4.33425,56.125639
4213,2004-01-01,-5.74,57.26
4214,2014-01-01,-2.43,57.11
4217,2018-01-01,-5.46,56.3
4222,1997-01-01,-3.94,56.72
4223,2016-01-01,-5.12,56.22
4224,2013-01-01,-2.71,57.18
4226,2021-01-01,-3.652795,55.23799
4227,1980-01-01,-5.342739,57.626178
4228,2018-01-01,-4.323431,55.946095
4229,2002-01-01,-5.22,58.24
4230,2007-01-01,-2.45,57.12
4232,1991-01-01,-3.927145,57.781474
4233,2014-01-01,-2.72,57.17
4234,2018-01-01,-3.55,56.75
4236,2014-01-01,-3.69,57.15
4238,1995-01-01,-4.45,57.32
4239,1935-01-01,-5.558428,57.175284
4240,2007-01-01,-2.45,57.12
4242,1991-01-01,-3.927145,57.781474
4243,2014-01-01,-2.72,57.17
4244,2018-01-01,-3.55,56.75
4246,2014-01-01,-3.69,57.15
4248,1995-01-01,-4.45,57.32
4249,1935-01-01,-5.558428,57.175284
4251,2012-01-01,-2.68,57.61
4254,2013-01-01,-3.18,56.88
4255,2015-01-01,-3.79,57.25
4256,2012-01-01,-2.52,57.03
4259,2013-01-01,-3.32,56.99
4262,1997-01-01,-3.94,56.72
4263,2016-01-01,-5.12,56.22
4264,2013-01-01,-2.71,57.18
4266,2021-01-01,-3.652795,55.23799
4267,1980-01-01,-5.342739,57.626178
4268,2018-01-01,-4.323431,55.946095
4269,2002-01-01,-5.22,58.24
4271,2014-01-01,-3.85,57.2
4272,2021-01-01,-4.33425,56.125639
4273,2004-01-01,-5.74,57.26
4274,2014-01-01,-2.43,57.11
4277,2018-01-01,-5.46,56.3
4280,2007-01-01,-2.45,57.12
4282,1991-01-01,-3.927145,57.781474
4283,2014-01-01,-2.72,57.17
4284,2018-01-01,-3.55,56.75
4286,2014-01-01,-3.69,57.15
4288,1995-01-01,-4.45,57.32
4289,1935-01-01,-5.558428,57.175284
4291,2014-01-01,-3.85,57.2
4292,2021-01-01,-4.33425,56.125639
4293,2004-01-01,-5.74,57.26
4294,2014-01-01,-2.43,57.11
4297,2018-01-01,-5.46,56.3
4300,2007-01-01,-2.45,57.12
4302,1991-01-01,-3.927145,57.781474
4303,2014-01-01,-2.72,57.17
4304,2018-01-01,-3.55,56.75
4306,2014-01-01,-3.69,57.15
4308,1995-01-01,-4.45,57.32
4309,1935-01-01,-5.558428,57.175284
4310,2007-01-01,-2.45,57.12
4312,1991-01-01,-3.927145,57.781474
4313,2014-01-01,-2.72,57.17
4314,2018-01-01,-3.55,56.75
4316,2014-01-01,-3.69,57.15
4318,1995-01-01,-4.45,57.32
4319,1935-01-01,-5.558428,57.175284
4320,2007-01-01,-2.45,57.12
4322,1991-01-01,-3.927145,57.781474
4323,2014-01-01,-2.72,57.17
4324,2018-01-01,-3.55,56.75
4326,2014-01-01,-3.69,57.15
4328,1995-01-01,-4.45,57.32
4329,1935-01-01,-5.558428,57.175284
4330,2007-01-01,-2.45,57.12
4332,1991-01-01,-3.927145,57.781474
4333,2014-01-01,-2.72,57.17
4334,2018-01-01,-3.55,56.75
4336,2014-01-01,-3.69,57.15
4338,1995-01-01,-4.45,57.32
4339,1935-01-01,-5.558428,57.175284
4342,2016-01-01,-4.57,55.04
4343,1994-01-01,-4.26,57.55
4344,1997-01-01,-5.28,58.16
4345,1925-01-01,-5.426637,57.538532
4348,2016-01-01,-2.42,57.03
4349,2006-01-01,-4.18,57.64
4351,2012-01-01,-2.68,57.61
4354,2013-01-01,-3.18,56.88
4355,2015-01-01,-3.79,57.25
4356,2012-01-01,-2.52,57.03
4359,2013-01-01,-3.32,56.99
4361,2014-01-01,-3.85,57.2
4362,2021-01-01,-4.33425,56.125639
4363,2004-01-01,-5.74,57.26
4364,2014-01-01,-2.43,57.11
4367,2018-01-01,-5.46,56.3
4370,2007-01-01,-2.45,57.12
4372,1991-01-01,-3.927145,57.781474
4373,2014-01-01,-2.72,57.17
4374,2018-01-01,-3.55,56.75
4376,2014-01-01,-3.69,57.15
4378,1995-01-01,-4.45,57.32
4379,1935-01-01,-5.558428,57.175284
4380,2007-01-01,-2.45,57.12
4382,1991-01-01,-3.927145,57.781474
4383,2014-01-01,-2.72,57.17
4384,2018-01-01,-3.55,56.75
4386,2014-01-01,-3.69,57.15
4388,1995-01-01,-4.45,57.32
4389,1935-01-01,-5.558428,57.175284
4390,2007-01-01,-2.45,57.12
4392,1991-01-01,-3.927145,57.781474
4393,2014-01-01,-2.72,57.17
4394,2018-01-01,-3.55,56.75
4396,2014-01-01,-3.69,57.15
4398,1995-01-01,-4.45,57.32
4399,1935-01-01,-5.558428,57.175284
4400,2015-01-01,-4.44,57.65
4403,2014-01-01,-3.7,57.15
4405,2015-01-01,-3.31,57.63
4407,2015-01-01,-2.41,57.05
4409,2011-01-01,-4.05108,56.997827
4410,2007-01-01,-2.45,57.12
4412,1991-01-01,-3.927145,57.781474
4413,2014-01-01,-2.72,57.17
4414,2018-01-01,-3.55,56.75
4416,2014-01-01,-3.69,57.15
4418,1995-01-01,-4.45,57.32
4419,1935-01-01,-5.558428,57.175284
4422,1997-01-01,-3.94,56.72
4423,2016-01-01,-5.12,56.22
4424,2013-01-01,-2.71,57.18
4426,2021-01-01,-3.652795,55.23799
4427,1980-01-01,-5.342739,57.626178
4428,2018-01-01,-4.323431,55.946095
4429,2002-01-01,-5.22,58.24
4430,2007-01-01,-2.45,57.12
4432,1991-01-01,-3.927145,57.781474
4433,2014-01-01,-2.72,57.17
4434,2018-01-01,-3.55,56.75
4436,2014-01-01,-3.69,57.15
4438,1995-01-01,-4.45,57.32
4439,1935-01-01,-5.558428,57.175284
4441,2012-01-01,-2.68,57.61
4444,2013-01-01,-3.18,56.88
4445,2015-01-01,-3.79,57.25
4446,2012-01-01,-2.52,57.03
4449,2013-01-01,-3.32,56.99
4450,2007-01-01,-2.45,57.12
4452,1991-01-01,-3.927145,57.781474
4453,2014-01-01,-2.72,57.17
4454,2018-01-01,-3.55,56.75
4456,2014-01-01,-3.69,57.15
4458,1995-01-01,-4.45,57.32
4459,1935-01-01,-5.558428,57.175284
4460,2007-01-01,-2.45,57.12
4462,1991-01-01,-3.927145,57.781474
4463,2014-01-01,-2.72,57.17
4464,2018-01-01,-3.55,56.75
4466,2014-01-01,-3.69,57.15
4468,1995-01-01,-4.45,57.32
4469,1935-01-01,-5.558428,57.175284
4470,2007-01-01,-2.45,57.12
4472,1991-01-01,-3.927145,57.781474
4473,2014-01-01,-2.72,57.17
4474,2018-01-01,-3.55,56.75
4476,2014-01-01,-3.69,57.15
4478,1995-01-01,-4.45,57.32
4479,1935-01-01,-5.558428,57.175284
4480,2007-01-01,-2.45,57.12
4482,1991-01-01,-3.927145,57.781474
4483,2014-01-01,-2.72,57.17
4484,2018-01-01,-3.55,56.75
4486,2014-01-01,-3.69,57.15
4488,1995-01-01,-4.45,57.32
4489,1935-01-01,-5.558428,57.175284
4490,2007-01-01,-2.45,57.12
4492,1991-01-01,-3.927145,57.781474
4493,2014-01-01,-2.72,57.17
4494,2018-01-01,-3.55,56.75
4496,2014-01-01,-3.69,57.15
4498,1995-01-01,-4.45,57.32
4499,1935-01-01,-5.558428,57.175284
4500,2007-01-01,-2.45,57.12
4502,1991-01-01,-3.927145,57.781474
4503,2014-01-01,-2.72,57.17
4504,2018-01-01,-3.55,56.75
4506,2014-01-01,-3.69,57.15
4508,1995-01-01,-4.45,57.32
4509,1935-01-01,-5.558428,57.175284
4510,2007-01-01,-2.45,57.12
4512,1991-01-01,-3.927145,57.781474
4513,2014-01-01,-2.72,57.17
4514,2018-01-01,-3.55,56.75
4516,2014-01-01,-3.69,57.15
4518,1995-01-01,-4.45,57.32
4519,1935-01-01,-5.558428,57.175284
4520,2007-01-01,-2.45,57.12
4522,1991-01-01,-3.927145,57.781474
4523,2014-01-01,-2.72,57.17
4524,2018-01-01,-3.55,56.75
4526,2014-01-01,-3.69,57.15
4528,1995-01-01,-4.45,57.32
4529,1935-01-01,-5.558428,57.175284
4530,2007-01-01,-2.45,57.12
4532,1991-01-01,-3.927145,57.781474
4533,2014-01-01,-2.72,57.17
4534,2018-01-01,-3.55,56.75
4536,2014-01-01,-3.69,57.15
4538,1995-01-01,-4.45,57.32
4539,1935-01-01,-5.558428,57.175284
4540,2007-01-01,-2.45,57.12
4542,1991-01-01,-3.927145,57.781474
4543,2014-01-01,-2.72,57.17
4544,2018-01-01,-3.55,56.75
4546,2014-01-01,-3.69,57.15
4548,1995-01-01,-4.45,57.32
4549,1935-01-01,-5.558428,57.175284
4550,2007-01-01,-2.45,57.12
4552,1991-01-01,-3.927145,57.781474
4553,2014-01-01,-2.72,57.17
4554,2018-01-01,-3.55,56.75
4556,2014-01-01,-3.69,57.15
4558,1995-01-01,-4.45,57.32
4559,1935-01-01,-5.558428,57.175284
4560,2007-01-01,-2.45,57.12
4562,1991-01-01,-3.927145,57.781474
4563,2014-01-01,-2.72,57.17
4564,2018-01-01,-3.55,56.75
4566,2014-01-01,-3.69,57.15
4568,1995-01-01,-4.45,57.32
4569,1935-01-01,-5.558428,57.175284
4570,2007-01-01,-2.45,57.12
4572,1991-01-01,-3.927145,57.781474
4573,2014-01-01,-2.72,57.17
4574,2018-01-01,-3.55,56.75
4576,2014-01-01,-3.69,57.15
4578,1995-01-01,-4.45,57.32
4579,1935-01-01,-5.558428,57.175284
4581,2014-01-01,-3.85,57.2
4582,2021-01-01,-4.33425,56.125639
4583,2004-01-01,-5.74,57.26
4584,2014-01-01,-2.43,57.11
4587,2018-01-01,-5.46,56.3
4592,1997-01-01,-3.94,56.72
4593,2016-01-01,-5.12,56.22
4594,2013-01-01,-2.71,57.18
4596,2021-01-01,-3.652795,55.23799
4597,1980-01-01,-5.342739,57.626178
4598,2018-01-01,-4.323431,55.946095
4599,2002-01-01,-5.22,58.24
4600,2007-01-01,-2.45,57.12
4602,1991-01-01,-3.927145,57.781474
4603,2014-01-01,-2.72,57.17
4604,2018-01-01,-3.55,56.75
4606,2014-01-01,-3.69,57.15
4608,1995-01-01,-4.45,57.32
4609,1935-01-01,-5.558428,57.175284
4610,2007-01-01,-2.45,57.12
4612,1991-01-01,-3.927145,57.781474
4613,2014-01-01,-2.72,57.17
4614,2018-01-01,-3.55,56.75
4616,2014-01-01,-3.69,57.15
4618,1995-01-01,-4.45,57.32
4619,1935-01-01,-5.558428,57.175284
4620,2007-01-01,-2.45,57.12
4622,1991-01-01,-3.927145,57.781474
4623,2014-01-01,-2.72,57.17
4624,2018-01-01,-3.55,56.75
4626,2014-01-01,-3.69,57.15
4628,1995-01-01,-4.45,57.32
4629,1935-01-01,-5.558428,57.175284
4630,2007-01-01,-2.45,57.12
4632,1991-01-01,-3.927145,57.781474
4633,2014-01-01,-2.72,57.17
4634,2018-01-01,-3.55,56.75
4636,2014-01-01,-3.69,57.15
4638,1995-01-01,-4.45,57.32
4639,1935-01-01,-5.558428,57.175284
4642,1997-01-01,-3.94,56.72
4643,2016-01-01,-5.12,56.22
4644,2013-01-01,-2.71,57.18
4646,2021-01-01,-3.652795,55.23799
4647,1980-01-01,-5.342739,57.626178
4648,2018-01-01,-4.323431,55.946095
4649,2002-01-01,-5.22,58.24
4650,2007-01-01,-2.45,57.12
4652,1991-01-01,-3.927145,57.781474
4653,2014-01-01,-2.72,57.17
4654,2018-01-01,-3.55,56.75
4656,2014-01-01,-3.69,57.15
4658,1995-01-01,-4.45,57.32
4659,1935-01-01,-5.558428,57.175284
4660,2007-01-01,-2.45,57.12
4662,1991-01-01,-3.927145,57.781474
4663,2014-01-01,-2.72,57.17
4664,2018-01-01,-3.55,56.75
4666,2014-01-01,-3.69,57.15
4668,1995-01-01,-4.45,57.32
4669,1935-01-01,-5.558428,57.175284
4672,1997-01-01,-3.94,56.72
4673,2016-01-01,-5.12,56.22
4674,2013-01-01,-2.71,57.18
4676,2021-01-01,-3.652795,55.23799
4677,1980-01-01,-5.342739,57.626178
4678,2018-01-01,-4.323431,55.946095
4679,2002-01-01,-5.22,58.24
4680,2007-01-01,-2.45,57.12
4682,1991-01-01,-3.927145,57.781474
4683,2014-01-01,-2.72,57.17
4684,2018-01-01,-3.55,56.75
4686,2014-01-01,-3.69,57.15
4688,1995-01-01,-4.45,57.32
4689,1935-01-01,-5.558428,57.175284
4690,2007-01-01,-2.45,57.12
4692,1991-01-01,-3.927145,57.781474
4693,2014-01-01,-2.72,57.17
4694,2018-01-01,-3.55,56.75
4696,2014-01-01,-3.69,57.15
4698,1995-01-01,-4.45,57.32
4699,1935-01-01,-5.558428,57.175284
4701,2014-01-01,-3.85,57.2
4702,2021-01-01,-4.33425,56.125639
4703,2004-01-01,-5.74,57.26
4704,2014-01-01,-2.43,57.11
4707,2018-01-01,-5.46,56.3
4710,2007-01-01,-2.45,57.12
4712,1991-01-01,-3.927145,57.781474
4713,2014-01-01,-2.72,57.17
4714,2018-01-01,-3.55,56.75
4716,2014-01-01,-3.69,57.15
4718,1995-01-01,-4.45,57.32
4719,1935-01-01,-5.558428,57.175284
4720,2007-01-01,-2.45,57.12
4722,1991-01-01,-3.927145,57.781474
4723,2014-01-01,-2.72,57.17
4724,2018-01-01,-3.55,56.75
4726,2014-01-01,-3.69,57.15
4728,1995-01-01,-4.45,57.32
4729,1935-01-01,-5.558428,57.175284
4730,2007-01-01,-2.45,57.12
4732,1991-01-01,-3.927145,57.781474
4733,2014-01-01,-2.72,57.17
4734,2018-01-01,-3.55,56.75
4736,2014-01-01,-3.69,57.15
4738,1995-01-01,-4.45,57.32
4739,1935-01-01,-5.558428,57.175284
4742,2016-01-01,-4.57,55.04
4743,1994-01-01,-4.26,57.55
4744,1997-01-01,-5.28,58.16
4745,1925-01-01,-5.426637,57.538532
4748,2016-01-01,-2.42,57.03
4749,2006-01-01,-4.18,57.64
4750,2007-01-01,-2.45,57.12
4752,1991-01-01,-3.927145,57.781474
4753,2014-01-01,-2.72,57.17
4754,2018-01-01,-3.55,56.75
4756,2014-01-01,-3.69,57.15
4758,1995-01-01,-4.45,57.32
4759,1935-01-01,-5.558428,57.175284
4762,1997-01-01,-3.94,56.72
4763,2016-01-01,-5.12,56.22
4764,2013-01-01,-2.71,57.18
4766,2021-01-01,-3.652795,55.23799
4767,1980-01-01,-5.342739,57.626178
4768,2018-01-01,-4.323431,55.946095
4769,2002-01-01,-5.22,58.24
4772,1997-01-01,-3.94,56.72
4773,2016-01-01,-5.12,56.22
4774,2013-01-01,-2.71,57.18
4776,2021-01-01,-3.652795,55.23799
4777,1980-01-01,-5.342739,57.626178
4778,2018-01-01,-4.323431,55.946095
4779,2002-01-01,-5.22,58.24
4782,1997-01-01,-3.94,56.72
4783,2016-01-01,-5.12,56.22
4784,2013-01-01,-2.71,57.18
4786,2021-01-01,-3.652795,55.23799
4787,1980-01-01,-5.342739,57.626178
4788,2018-01-01,-4.323431,55.946095
4789,2002-01-01,-5.22,58.24
4792,1997-01-01,-3.94,56.72
4793,2016-01-01,-5.12,56.22
4794,2013-01-01,-2.71,57.18
4796,2021-01-01,-3.652795,55.23799
4797,1980-01-01,-5.342739,57.626178
4798,2018-01-01,-4.323431,55.946095
4799,2002-01-01,-5.22,58.24
4800,2007-01-01,-2.45,57.12
4802,1991-01-01,-3.927145,57.781474
4803,2014-01-01,-2.72,57.17
4804,2018-01-01,-3.55,56.75
4806,2014-01-01,-3.69,57.15
4808,1995-01-01,-4.45,57.32
4809,1935-01-01,-5.558428,57.175284
4810,2007-01-01,-2.45,57.12
4812,1991-01-01,-3.927145,57.781474
4813,2014-01-01,-2.72,57.17
4814,2018-01-01,-3.55,56.75
4816,2014-01-01,-3.69,57.15
4818,1995-01-01,-4.45,57.32
4819,1935-01-01,-5.558428,57.175284
4822,1997-01-01,-3.94,56.72
4823,2016-01-01,-5.12,56.22
4824,2013-01-01,-2.71,57.18
4826,2021-01-01,-3.652795,55.23799
4827,1980-01-01,-5.342739,57.626178
4828,2018-01-01,-4.323431,55.946095
4829,2002-01-01,-5.22,58.24
4832,1997-01-01,-3.94,56.72
4833,2016-01-01,-5.12,56.22
4834,2013-01-01,-2.71,57.18
4836,2021-01-01,-3.652795,55.23799
4837,1980-01-01,-5.342739,57.626178
4838,2018-01-01,-4.323431,55.946095
4839,2002-01-01,-5.22,58.24
4840,2007-01-01,-2.45,57.12
4842,1991-01-01,-3.927145,57.781474
4843,2014-01-01,-2.72,57.17
4844,2018-01-01,-3.55,56.75
4846,2014-01-01,-3.69,57.15
4848,1995-01-01,-4.45,57.32
4849,1935-01-01,-5.558428,57.175284
4852,1997-01-01,-3.94,56.72
4853,2016-01-01,-5.12,56.22
4854,2013-01-01,-2.71,57.18
4856,2021-01-01,-3.652795,55.23799
4857,1980-01-01,-5.342739,57.626178
4858,2018-01-01,-4.323431,55.946095
4859,2002-01-01,-5.22,58.24
4860,2007-01-01,-2.45,57.12
4862,1991-01-01,-3.927145,57.781474
4863,2014-01-01,-2.72,57.17
4864,2018-01-01,-3.55,56.75
4866,2014-01-01,-3.69,57.15
4868,1995-01-01,-4.45,57.32
4869,1935-01-01,-5.558428,57.175284
4872,1997-01-01,-3.94,56.72
4873,2016-01-01,-5.12,56.22
4874,2013-01-01,-2.71,57.18
4876,2021-01-01,-3.652795,55.23799
4877,1980-01-01,-5.342739,57.626178
4878,2018-01-01,-4.323431,55.946095
4879,2002-01-01,-5.22,58.24
4882,1997-01-01,-3.94,56.72
